amount,hour,distance,prev_attempts,country_change,device_new,amount_ratio,velocity,is_fraud
9369.757569995589,4.4431902921268716,130.85284186795298,1.0,0.0,0.0,14.307763162508952,3.982502348634128,1.0
23768.350517183804,13.005622737080596,123.48939953599991,0.0,0.0,0.0,18.50070633068671,4.971672807176857,1.0
18302.528605867014,20.9507000610338,453.12729026051835,1.0,0.0,0.0,10.390924651011696,6.674155305338311,1.0
14970.475520083945,17.573397273829467,124.77309992475305,2.0,0.0,0.0,2.429581818339067,0.1276542651789736,1.0
3908.9058246564887,19.357467548674794,135.97486306431549,1.0,0.0,0.0,10.61073665631804,8.715518564582478,1.0
3908.303063201704,15.810800801057216,379.69913120898184,0.0,0.0,0.0,2.6247692784555565,4.467395253113928,0.0
1461.5094680833045,16.61463754842846,224.86992122527,0.0,0.0,0.0,11.89062023561046,3.429665197000782,0.0
21655.74188291563,20.380695637567662,388.3552784775906,0.0,0.0,0.0,9.701611904500492,1.382455656340571,1.0
15031.864143462788,5.992032212620463,32.683078782192624,0.0,0.0,0.0,12.489250416872355,4.3946537435844215,1.0
17704.733719123178,11.746199127435371,243.78559683669215,1.0,0.0,0.0,0.2999349229911487,4.963227712843788,1.0
524.4065124521031,5.309026603670453,16.806800091641318,1.0,0.0,0.0,3.9773257839417453,4.036466944934778,0.0
24248.047205528237,23.704032191919527,31.32660172767726,0.0,0.0,1.0,9.877475595051404,6.786600938268971,1.0
20812.74159360254,22.65742415247872,453.2187266722055,1.0,0.0,0.0,19.015020875623783,4.20896528759226,1.0
5316.354375850121,0.9462434728441416,69.62268555879758,0.0,0.0,0.0,7.733819903067651,9.614175778465734,1.0
4553.805930505445,16.933804140376523,266.21034113760857,1.0,0.0,0.0,8.545003318467328,5.992775178235918,1.0
4593.278701237311,22.205959617975978,205.54780130035329,0.0,0.0,1.0,14.32245217123178,8.07477935651909,1.0
7613.013651558847,4.333808283056005,173.67166312942135,0.0,0.0,0.0,12.115475869993748,1.0935590310947885,0.0
13123.663226489623,13.630685533263108,449.9166728436362,1.0,0.0,0.0,6.04863038695683,3.9729129294590573,1.0
10804.306015866472,21.971719142113002,10.91169838774475,1.0,0.0,0.0,8.275246271791811,3.368477014471527,1.0
7287.8162135490675,0.8147034860591722,331.8948430877945,0.0,0.0,0.0,4.432225997258925,5.694823881365918,1.0
15300.203839112262,16.738086413924158,481.6972171067752,0.0,0.0,0.0,19.32382703669115,8.611135200614257,1.0
3495.9515776945254,7.136376176941218,280.084091730921,1.0,0.0,0.0,2.699624192991459,0.7833821776200667,0.0
7310.694766895102,22.18550868903673,468.4112310165459,0.0,0.0,0.0,7.499552012871746,0.7257479804471079,1.0
9165.382463909356,23.305397883968826,26.128939643011883,0.0,0.0,0.0,0.6141955471782227,8.50317708157599,0.0
